Unnamed: 0.1,Unnamed: 0,row ID,smiles,row m/z,match_id,match_smiles,mps0,pp0,pair_similarity0,mps1,pp1,pair_similarity1,mps2,pp2,pair_similarity2,tanimoto,pair_similarity,mps,pp,mps_pp,mcs,max_pp,max_mps
3991,3991,25,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,392.2315979,CNP0208524,O=C(NCC=1C=CC=CC1OC)C2NC(C=3C=CC=C4NC=C(C43)C2)CC(C)C,2.0,0.031746032,0.12718454,4.0,0.063492063,0.071711582,12.0,0.19047619,0.105867098,0.1386138613861386,0.12718454,2.0,0.031746032,2.0,0.3404255319148936,0.19047619,12.0
4080,4080,27,O=C(C(NC/1=O)=C)NC1=C/C2=C(C(C)(C)C=C)NC3=CC=CC=C32,322.15625,NPA020079,CC(C)(C=C)C1=C(C2=CC=CC=C2N1)/C=C\3/C(=O)NC(=C)C(=O)N3,1.0,0.027027027,0.073754914,9.0,0.243243243,0.059441981,11.0,0.297297297,0.043855457,1.0,0.073754914,1.0,0.027027027,1.0,1.0,0.297297297,11.0
4232,4232,29,O=C(C(NC1=O)=C)N[C@H]1CC2=C(C(C)(C)C=C)NC3=CC=CC=C32,324.1708374,CMNPD22236,c1c2c(ccc1)[nH]c(C(C)(C)C=C)c2\C=C(/NC(C(N3)C)=O)\C3=O,1.0,0.041666667,0.017519761,3.0,0.125,0.025847774,6.0,0.25,0.122150305,0.5166666666666667,0.122150305,6.0,0.25,6.0,0.4054054054054054,0.25,6.0
4445,4445,31,O=C1C2=C(O)C=C(C)C3=C2C(C4=C1C(OC)=CC(O)=C4)=CC5(NC(/C(NC5=O)=C/C6=C(C(C)(C)C=C)NC7=C6C=CC=C7)=O)O3,604.2075806,CNP0078780,O=C1C=2C(OC)=CC(O)=CC2C3=CC4(N=C(O)C(N=C4O)=CC=5C=6C=CC=CC6NC5C(C=C)(C)C)OC7=C(C=C(O)C1=C73)C,1.0,0.022727273,0.528453946,4.0,0.090909091,0.326136762,8.0,0.181818182,0.310540637,0.6914893617021277,0.528453946,1.0,0.022727273,1.0,0.4166666666666667,0.181818182,8.0
4475,4475,32,OC1=CC(O)=C(C2=O)C(CC(O[C@H](CCCCC2)C)=O)=C1,293.1387329,NPA010039,CC(C)C/C(=C(\C1=CC=C(C=C1)O)/C(=O)OC)/C(=O)OC,12.0,0.169014085,0.201626452,21.0,0.295774648,0.324776058,25.0,0.352112676,0.372737647,0.1076923076923077,0.372737647,25.0,0.352112676,25.0,0.3870967741935484,0.352112676,25.0
4688,4688,33,CC(C1=C2C(CO3)(C(C(O)=C4C5=C6C(C)=CC(O)=C5C(OC4)=O)=C6O7)C7(CC1=O)O)=CC(O)=C2C3=O,491.0977783,CNP0277015,O=C(O)COC=1C=CC=CC1C2C=3C(OC(=O)C2)=CC(O)=C4C(=O)C=C(OC43)C=5C=CC(O)=C(O)C5,2.0,0.051282051,0.688273415,8.0,0.205128205,0.452869487,14.0,0.358974359,0.436300125,0.1414141414141414,0.688273415,2.0,0.051282051,2.0,0.673469387755102,0.358974359,14.0
4731,4731,36,COC(=O)C1=C(C(=O)C2=C(O)C=C(C(=O)O)C=C2O)C(O)=CC=C1,355.0410767,CMNPD20197,N1(C(=O)N[C@@H]([C@H](NC(=O)c2n3c(Br)cc2)[C@H]3C4)[C@]14OC)C,2.0,0.08,0.739329658,2.0,0.08,0.610985504,5.0,0.2,0.258883441,0.1,0.739329658,2.0,0.08,2.0,0.6333333333333333,0.2,5.0
4841,4841,37,O=C(CO)C1=CNC2=CC=CC=C21,176.0708618,CNP0254547,O=CC1=CN(OC)C=2C=CC=CC12,1.0,0.090909091,0.039900184,1.0,0.090909091,0.0325903,9.0,0.818181818,0.387456259,0.1739130434782608,0.387456259,9.0,0.818181818,9.0,0.75,0.818181818,9.0
4998,4998,41,C[C@H](/C=C/[C@H](C)C(C)C)[C@@]1([H])CC[C@@]2([H])[C@@]34C=C[C@@]5(OO4)C[C@@H](O)CC[C@]5(C)[C@@]3([H])CC[C@@]21C,429.3345947,CNP0088291,O=C(O)CC(CCCCCC=CC(O)CCCCC)CC1(C=2C=CC=CC2)CCCC1,20.0,0.11299435,0.368014022,30.0,0.169491525,0.450901028,29.0,0.163841808,0.325946768,0.1195652173913043,0.450901028,30.0,0.169491525,30.0,0.5227272727272727,0.169491525,30.0
5297,5297,43,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,415.2817688,CNP0213213,O=CC1=CC=C(OC(=O)CCCCCCCC=CCC=CCCCCC)C(OC)=C1,14.0,0.29787234,0.26565133,17.0,0.361702128,0.272477361,12.0,0.255319149,0.042691694,0.1208791208791208,0.272477361,17.0,0.361702128,17.0,0.2448979591836734,0.361702128,17.0
5520,5520,45,CC(O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C)=O,457.293396,NPA007035,CC1=CC(=C(C(=O)O1)C/C=C(\C)/CC/C=C(\C)/CC[C@@H]2C(=C)CC[C@@H](C2(C)C)OC(=O)C)O,18.0,0.367346939,0.250323474,17.0,0.346938776,0.235419251,17.0,0.346938776,0.201568589,1.0,0.250323474,18.0,0.367346939,18.0,1.0,0.367346939,18.0
5791,5791,47,COC1C=CC=C2C=1C(C1C(O)=C3C(OC4C3C=CO4)=CC=1O2)=O,325.072052,CNP0386272,O=C(OC1=CC=C2C(OC(=CC3=CC=C4OCOC4=C3)C2=O)=C1)C,2.0,0.041666667,0.593316193,4.0,0.083333333,0.557701726,12.0,0.25,0.402973623,0.15,0.593316193,2.0,0.041666667,2.0,0.5714285714285714,0.25,12.0
6067,6067,49,COC1C(O)=CC(C)=CC=1OC1=CC(=CC(=C1O)O)C,277.1073608,CNP0187057,OC=1C=C(C=C(OC2=C(O)C=C(OC)C=C2C)C1O)C,2.0,0.046511628,0.33541175,19.0,0.441860465,0.377384077,18.0,0.418604651,0.346488051,0.6285714285714286,0.377384077,19.0,0.441860465,19.0,0.75,0.441860465,19.0
7020,7020,52,COC1C=C2C(C(C3C(O)=C4C(OC5C4CCO5)=CC=3C2=O)=O)=C(OC)C=1,369.0978088,CNP0128834,O=C1C=2C=CC=C(O)C2C(=O)C=3C(O)=C(C(=O)CC)C(=CC13)CC(=O)OC,5.0,0.104166667,0.581990276,13.0,0.270833333,0.637951429,19.0,0.395833333,0.422846061,0.24,0.637951429,13.0,0.270833333,13.0,0.7647058823529411,0.395833333,19.0
7230,7230,54,C=CC(C1NC2C=CC=CC=2C=1/C=C1/C(=O)N2C(CCC2)C(=O)N/1)(C)C,350.1861877,NPA014999,CC(=C[C@H]1C2=C(C[C@@H]3N1C(=O)[C@@H]4CCCN4C3=O)C5=CC=CC=C5N2)C,1.0,0.015873016,0.090939231,1.0,0.015873016,0.075727016,14.0,0.222222222,0.224594696,0.3783783783783784,0.224594696,14.0,0.222222222,14.0,0.3720930232558139,0.222222222,14.0
7657,7657,57,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/C(OC)OC)=O)O)C)C,443.2061462,CNP0221831,O=C1CC23OCOC3(CC(O2)C(OC4=CC=5OCOC5C=C4CC=C)(C)C)CC1CC=C,2.0,0.133333333,0.350916582,2.0,0.133333333,0.164148633,6.0,0.4,0.243729296,0.1176470588235294,0.350916582,2.0,0.133333333,2.0,0.4166666666666667,0.4,6.0
7880,7880,58,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/C)=O)O)C)C,383.1839294,CNP0311705,O=C1C=C2C(O)CC3C(C(=O)CC4(C)C(C(=O)CO)CCC34)C2(C)CC1,0.0,0.0,0.0,5.0,0.2,0.152759387,12.0,0.48,0.076254997,0.146067415730337,0.152759387,5.0,0.2,5.0,0.5833333333333334,0.48,12.0
8049,8049,59,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/CC(C)O)=O)O)C)C,427.2095947,NPA006868,C/C=C/C=C/C1=CC(=O)C2=C(O1)O[C@@]3(CC[C@@]4([C@@]5([C@H]3[C@H]2OC5)CCC(=O)C4(C)C)O)C,2.0,0.153846154,0.328344619,4.0,0.307692308,0.197344997,7.0,0.538461538,0.195550392,0.2105263157894736,0.328344619,2.0,0.153846154,2.0,0.5714285714285714,0.538461538,7.0
9214,9214,61,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,401.2707214,CNP0114556,O=C(OC1CC2(C)C(CCC3C4CCC(OC(=O)C)C4(C)CCC32)CC1C#C)C,7.0,0.044303797,0.174563854,26.0,0.164556962,0.340026913,29.0,0.183544304,0.228194417,0.1182795698924731,0.340026913,26.0,0.164556962,26.0,0.4651162790697674,0.183544304,29.0
9503,9503,63,CCC[C@@H]1O[C@](C)2[C@@](OC(C3C2=CC(OC)=C(OC)C=3O)=O)(C)C1,309.1341248,NPA008699,C1[C@H](OC(=O)C2=C(C=C(C=C21)O)O)CCCCCCC(=O)O,7.0,0.074468085,0.228581095,23.0,0.244680851,0.51039755,16.0,0.170212766,0.358186727,0.2027027027027027,0.51039755,23.0,0.244680851,23.0,0.6333333333333333,0.244680851,23.0
9877,9877,65,CCC[C@H](C[C@@H]1[C@@H](O)C2C(=C(C(=C(C=2)OC)OC)O)C(=O)O1)O,327.1458435,CNP0398388,OC1=CC=C(C=C1)C=CCOCC2OC(CO)C(O)C(O)C2O,6.0,0.064516129,0.155808598,21.0,0.225806452,0.488847869,7.0,0.075268817,0.039648132,0.1506849315068493,0.488847869,21.0,0.225806452,21.0,0.4545454545454545,0.225806452,21.0
10197,10197,67,CCCC(CC1OC(=O)C2C(=CC(=CC=2O)O)C1)O,267.1223145,NPA031198,C[C@H](O)CCC[C@H]1OC(=O)C2=C(C=CC=C2O)[C@@H]1O,3.0,0.034883721,0.266701381,22.0,0.255813953,0.381122191,25.0,0.290697674,0.482199175,0.2903225806451613,0.482199175,25.0,0.290697674,25.0,0.7391304347826086,0.290697674,25.0
10612,10612,69,CC(C)[C@H]1[C@@H](O)C2C(=C3C(=CC=2)C[C@@H](C)OC3=O)O1,263.1282349,CMNPD27292,C1=CC(=CC(=O)[C@H](C(C(O)=O)=C)C2)[C@@]2(C)[C@@H](C)[C@H]1O,7.0,0.132075472,0.285609621,18.0,0.339622642,0.58888471,19.0,0.358490566,0.482165998,0.1492537313432835,0.58888471,18.0,0.339622642,18.0,0.5769230769230769,0.358490566,19.0
11682,11682,71,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]34C(O5)=O)=O)C([C@@]5(C)[C@H]6O)=C)(C)[C@]6(O4)C2=C)C(C)(C)O1,457.1876831,CNP0319635,O=C(O)CCCC=CCC1C(O)CC(O)C1C=CC(=O)COC2=CC=CC(=C2)C(F)(F)F,18.0,0.086956522,0.39825286,28.0,0.1352657,0.441479304,20.0,0.096618357,0.098779059,0.0865384615384615,0.441479304,28.0,0.1352657,28.0,0.3653846153846153,0.1352657,28.0
11880,11880,73,O=C1CC[C@@]2(C[C@@H](OC(/C(C)=CC)=O)[C@@]([C@@]3(C(O[C@H](C)[C@@]34C(O5)=O)=O)C([C@@]5(C)[C@H]6OC(C)=O)=O)(C)[C@]6(O4)C2=C)C(C)(C)O1,601.2318726,CNP0231643,O=C(OC)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(C=C)C1CC=CC(=O)CC(O)CCC3=CC=C(O)C=C3,10.0,0.106382979,0.138725598,14.0,0.14893617,0.110427259,7.0,0.074468085,0.063343738,0.1147540983606557,0.138725598,10.0,0.106382979,10.0,0.3582089552238806,0.14893617,14.0
11999,11999,75,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]3(O)C(O4)=O)=O)C([C@@]4(C)[C@H]5OC(C)=O)=C)(C)C5=C2C)C(C)(C)O1,501.2131653,CNP0308593,O=C(OC1C(O)C2C3(C(=O)C(OC)=CC(C)C3CC4OC(=O)CC(C1(OC(=O)C)C)C42C)C)C,2.0,0.012195122,0.005292097,13.0,0.079268293,0.039908835,23.0,0.140243902,0.144711108,0.1881188118811881,0.144711108,23.0,0.140243902,23.0,0.5714285714285714,0.140243902,23.0
12088,12088,76,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]3(O)C(O4)=O)=O)C([C@@]4(C)[C@H]5OC(C)=O)=C)(C)C5=C2C)C(C)(C)O1,523.194519,CNP0459861,FC1=CC=C(C=C1F)C2CC2NC3=NC(=NC4=C3N=NN4C5CC(OCCO)C(O)C5O)SCCC,1.0,0.052631579,0.529888153,4.0,0.210526316,0.450151305,6.0,0.315789474,0.397164893,0.081967213114754,0.529888153,1.0,0.052631579,1.0,0.5094339622641509,0.315789474,6.0
12269,12269,77,CCCCC1C(OC)=CC(=O)OC=1C,197.1167603,CNP0301157,OC1=CC=C(C=C1OC)CCC(O)C,5.0,0.074626866,0.454173449,19.0,0.28358209,0.523132365,25.0,0.373134328,0.422582805,0.2244897959183673,0.523132365,19.0,0.28358209,19.0,0.6470588235294118,0.373134328,25.0
12416,12416,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CMNPD16696,[C@@H]1(C)[C@H](O)CC(=C(C(O[C@H](C)C2)=O)[C@@]12[H])O,2.0,0.025,0.337581763,13.0,0.1625,0.350106346,28.0,0.35,0.425814941,0.125,0.425814941,28.0,0.35,28.0,0.631578947368421,0.35,28.0
12607,12607,81,CCC(CC1C(OC)=CC(=O)OC=1C)O,213.112381,CMNPD16696,[C@@H]1(C)[C@H](O)CC(=C(C(O[C@H](C)C2)=O)[C@@]12[H])O,2.0,0.029411765,0.543064743,10.0,0.147058824,0.449874735,25.0,0.367647059,0.40731539,0.125,0.543064743,2.0,0.029411765,2.0,0.631578947368421,0.367647059,25.0
12884,12884,83,CCCC(C1C(OC)=CC(=O)OC=1C)O,213.1116333,CMNPD16696,[C@@H]1(C)[C@H](O)CC(=C(C(O[C@H](C)C2)=O)[C@@]12[H])O,2.0,0.028571429,0.414199546,10.0,0.142857143,0.355286138,26.0,0.371428571,0.502023113,0.1272727272727272,0.502023113,26.0,0.371428571,26.0,0.7222222222222222,0.371428571,26.0
14463,14463,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CNP0134757,OCC(=C)C1CCC(O)(C)C2CC=C(C)C2C1,7.0,0.112903226,0.294096725,30.0,0.483870968,0.616227007,23.0,0.370967742,0.286036861,0.2203389830508474,0.616227007,30.0,0.483870968,30.0,0.6363636363636364,0.483870968,30.0
15298,15298,88,O=C([C@](O)(C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC=CC=C32,362.1495056,CNP0285928,OC1(C=2N=C(SC2)CN3CCOCC3)CCN(CC1)C4COC4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.208333333,0.00627278,0.0705882352941176,0.00627278,5.0,0.208333333,5.0,0.325,0.208333333,5.0
15319,15319,89,O=C(C(NC/1=O)=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC=CC=C32,324.1347961,NPA020082,CC(C)(C=C)C1=NC2=CC=CC=C2C1=CC3=C(NC(=O)C(=O)N3)O,1.0,0.028571429,0.04117313,6.0,0.171428571,0.033725419,9.0,0.257142857,0.063858407,0.296875,0.063858407,9.0,0.257142857,9.0,0.4444444444444444,0.257142857,9.0
15540,15540,91,COC1C([C@@H](OC(=O)C)CC(C)C)=CC=C2C=1C(OCC1C=C(C)C=C(O)C=1O2)=O,437.1555176,CNP0231272,O=C(OCC1C(OCC1C(OC(=O)C)C2=CC=C(OC)C=C2)C3=CC=C(O)C=C3)C,10.0,0.097087379,0.098134635,17.0,0.165048544,0.266284882,11.0,0.106796117,0.231438991,0.2386363636363636,0.266284882,17.0,0.165048544,17.0,0.5609756097560976,0.165048544,17.0
16263,16263,94,COC(=O)C12OC3C(C(=O)C1=C(O)CC(C)C2O)=C(O)C(C1C=CC2OC4(C(O)C(C)CC(O)=C4C(=O)C=2C=1O)C(=O)OC)=CC=3,639.1755371,CMNPD26283,c12c(O[C@]3(C(OC)=O)C(=C(O)C[C@H](C)[C@H]3O)C1=O)ccc(c4ccc(O)c(C(=O)C[C@@](C(OC)=O)([C@@]5([H])[C@@H](C)CC(=O)O5)O6)c46)c2O,4.0,0.108108108,0.729603499,6.0,0.162162162,0.429975622,9.0,0.243243243,0.263993325,0.6865671641791045,0.729603499,4.0,0.108108108,4.0,0.8888888888888888,0.243243243,9.0
16504,16504,96,O=C(C1=C(O2)C=C(C)C(OC)=C1C(OC)=O)C3=C2C=CC=C3O,315.0882263,NPA006892,COC(=O)C1=C2C(=CC=C1)OC3=C(C2=O)C(=CC(=C3)CCO)O,1.0,0.066666667,0.487712294,3.0,0.2,0.341360585,6.0,0.4,0.245281026,0.4912280701754385,0.487712294,1.0,0.066666667,1.0,0.7857142857142857,0.4,6.0
17109,17109,98,CC(C)CC1NC(=O)C2CCCN2C1=O,211.144516,CNP0003763,O=C1N(C)C2CN(CC2OC1)CC3CC3,1.0,0.055555556,0.25232321,3.0,0.166666667,0.266809965,7.0,0.388888889,0.293231311,0.1818181818181818,0.293231311,7.0,0.388888889,7.0,0.65,0.388888889,7.0
17169,17169,100,CC(C=C)(C)C12C3=C(NC1N(C(C(C=CC=C4)=C4N5)=O)C(C5=O)C2)C=CC=C3,374.1877441,CNP0391939,O=C(N1CCC=2C=3C=CC=CC3NC2C41C(=O)N(C=5C=CC=CC54)C)C(C)C,2.0,0.04,0.068990416,2.0,0.04,0.047963229,17.0,0.34,0.152283416,0.1627906976744186,0.152283416,17.0,0.34,17.0,0.6410256410256411,0.34,17.0
