Unnamed: 0.1,Unnamed: 0,row ID,smiles,row m/z,match_id,match_smiles,mps0,pp0,pair_similarity0,mps1,pp1,pair_similarity1,mps2,pp2,pair_similarity2,tanimoto,pair_similarity,mps,pp,mps_pp,mcs,max_pp,max_mps
6878,6878,52,COC1C=C2C(C(C3C(O)=C4C(OC5C4CCO5)=CC=3C2=O)=O)=C(OC)C=1,369.0978088,CNP0028661,O=C(OCC)COC1=CC=C2C(=O)C(OC2=C1)=CC3=CC=C4OCOC4=C3,6.0,0.125,0.74209023,12.0,0.25,0.506626124,10.0,0.208333333,0.044456883,0.160919540229885,0.74209023,6.0,0.125,6.0,0.3555555555555555,0.74209023,6.0
7592,7592,57,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/C(OC)OC)=O)O)C)C,443.2061462,CNP0420575,O=C1C=2C(O)=CC(O)=CC2OCC1C3=CC=C(O)C(=C3O)CC=C(C)CCCC(O)(C)C,2.0,0.133333333,0.22546759,2.0,0.133333333,0.19742563,5.0,0.333333333,0.403178547,0.1287128712871287,0.403178547,5.0,0.333333333,5.0,0.4042553191489361,0.403178547,5.0
9002,9002,61,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,401.2707214,CMNPD6909,C1(C)(CC\C=C(/C)\C(O)=O)OC1CC\C(=C\CC\C(=C\CCc2ccoc2)\C)\C,23.0,0.14556962,0.266146841,24.0,0.151898734,0.509232432,23.0,0.14556962,0.207307639,0.1354166666666666,0.509232432,24.0,0.151898734,24.0,0.4878048780487805,0.509232432,24.0
9472,9472,63,CCC[C@@H]1O[C@](C)2[C@@](OC(C3C2=CC(OC)=C(OC)C=3O)=O)(C)C1,309.1341248,CMNPD21998,c12c([C@H]([C@]3([H])[C@]([H])(C[C@@H](O)[C@](O)(C)C3)C1=O)O)cc(OC)cc2O,2.0,0.021276596,0.179813899,15.0,0.159574468,0.552315996,17.0,0.180851064,0.383317708,0.2266666666666666,0.552315996,15.0,0.159574468,15.0,0.7241379310344828,0.552315996,15.0
9891,9891,65,CCC[C@H](C[C@@H]1[C@@H](O)C2C(=C(C(=C(C=2)OC)OC)O)C(=O)O1)O,327.1458435,CNP0000035,O=C(OC1C(=CC(=O)C(C)C1OC(=O)C)C2OC2C(O)(C)C)C,5.0,0.053763441,0.237905336,14.0,0.150537634,0.468629326,18.0,0.193548387,0.555341539,0.1351351351351351,0.555341539,18.0,0.193548387,18.0,0.5483870967741935,0.555341539,18.0
10374,10374,67,CCCC(CC1OC(=O)C2C(=CC(=CC=2O)O)C1)O,267.1223145,CNP0156368,O=C1C=C2C(O)CC(OC(=O)C)C(C)C2(C=C1O)C,4.0,0.046511628,0.184699906,19.0,0.220930233,0.389905588,21.0,0.244186047,0.517545706,0.1791044776119403,0.517545706,21.0,0.244186047,21.0,0.4285714285714285,0.517545706,21.0
10612,10612,69,CC(C)[C@H]1[C@@H](O)C2C(=C3C(=CC=2)C[C@@H](C)OC3=O)O1,263.1282349,CMNPD27292,C1=CC(=CC(=O)[C@H](C(C(O)=O)=C)C2)[C@@]2(C)[C@@H](C)[C@H]1O,7.0,0.132075472,0.285609621,18.0,0.339622642,0.58888471,19.0,0.358490566,0.482165998,0.1492537313432835,0.58888471,18.0,0.339622642,18.0,0.5769230769230769,0.58888471,18.0
11565,11565,71,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]34C(O5)=O)=O)C([C@@]5(C)[C@H]6O)=C)(C)[C@]6(O4)C2=C)C(C)(C)O1,457.1876831,CNP0393575,OC1OC(C)C(O)C(OC2OC(C)C(O)C(OC3OC(C)C(O)C(O)C3O)C2O)C1O,5.0,0.024154589,0.656666587,4.0,0.019323671,0.14157166,16.0,0.077294686,0.399421174,0.0945945945945946,0.656666587,5.0,0.024154589,5.0,0.5777777777777777,0.656666587,5.0
11952,11952,75,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]3(O)C(O4)=O)=O)C([C@@]4(C)[C@H]5OC(C)=O)=C)(C)C5=C2C)C(C)(C)O1,501.2131653,CNP0080386,O=C(OC=1C=C2C(=CC1OC)CC(COC(=O)C)C(COC(=O)C)C2C3=CC=C(OC)C(OC)=C3)C,7.0,0.042682927,0.315394536,10.0,0.06097561,0.422855102,14.0,0.085365854,0.296419044,0.1111111111111111,0.422855102,10.0,0.06097561,10.0,0.56,0.422855102,10.0
12216,12216,77,CCCCC1C(OC)=CC(=O)OC=1C,197.1167603,CNP0002785,O=C(OCCCCCC)C=1OC=CC1,9.0,0.134328358,0.673169062,7.0,0.104477612,0.252712843,6.0,0.089552239,0.383070643,0.2156862745098039,0.673169062,9.0,0.134328358,9.0,0.75,0.673169062,9.0
12502,12502,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CNP0312582,O=C1OC(C(=O)OC)(C)C(C)CC1=CC,10.0,0.125,0.622737583,18.0,0.225,0.667508739,19.0,0.2375,0.392955854,0.135593220338983,0.667508739,18.0,0.225,18.0,0.5789473684210527,0.667508739,18.0
12695,12695,81,CCC(CC1C(OC)=CC(=O)OC=1C)O,213.112381,CNP0312582,O=C1OC(C(=O)OC)(C)C(C)CC1=CC,11.0,0.161764706,0.714413537,18.0,0.264705882,0.611023902,19.0,0.279411765,0.237507072,0.135593220338983,0.714413537,11.0,0.161764706,11.0,0.5789473684210527,0.714413537,11.0
12943,12943,83,CCCC(C1C(OC)=CC(=O)OC=1C)O,213.1116333,CNP0086993,O=C(O)C=C(C=C(C)CC(C(=O)O)C)C,17.0,0.242857143,0.633309194,15.0,0.214285714,0.392700171,11.0,0.157142857,0.277331903,0.0943396226415094,0.633309194,17.0,0.242857143,17.0,0.3181818181818182,0.633309194,17.0
14375,14375,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CNP0296913,O=C(OCC(=CCCC(=C)C=C)C)CC(C)C,14.0,0.225806452,0.695628385,17.0,0.274193548,0.45646676,15.0,0.241935484,0.358167994,0.0967741935483871,0.695628385,14.0,0.225806452,14.0,0.4782608695652174,0.695628385,14.0
16264,16264,94,COC(=O)C12OC3C(C(=O)C1=C(O)CC(C)C2O)=C(O)C(C1C=CC2OC4(C(O)C(C)CC(O)=C4C(=O)C=2C=1O)C(=O)OC)=CC=3,639.1755371,CMNPD26284,c12c(O[C@]3(C(OC)=O)C(=C(O)C[C@H](C)[C@H]3O)C1=O)ccc(c4c(O)c(C(=O)C[C@@](C(=O)OC)([C@@]5([H])[C@@H](C)CC(=O)O5)O6)c6cc4)c2O,6.0,0.162162162,0.611400146,5.0,0.135135135,0.336785703,7.0,0.189189189,0.247386734,0.7419354838709677,0.611400146,6.0,0.162162162,6.0,0.9245283018867924,0.611400146,6.0
17098,17098,98,CC(C)CC1NC(=O)C2CCCN2C1=O,211.144516,CMNPD13210,[C@@H]1(C(C)CC)NC(=O)[C@@]([H])(N(CC2)C1=O)C2,2.0,0.111111111,0.382191002,6.0,0.333333333,0.439150222,6.0,0.333333333,0.351259846,0.5853658536585366,0.439150222,6.0,0.333333333,6.0,0.8823529411764706,0.439150222,6.0
