Unnamed: 0,row ID,smiles,row m/z,match_id,match_smiles,mps,pair_similarity,pp,mps_pp,mcs
4296,91,COC1C([C@@H](OC(=O)C)CC(C)C)=CC=C2C=1C(OCC1C=C(C)C=C(O)C=1O2)=O,437.1555176,CCMSLIB00009969741,CC1=CC(=C2C(=C1)COC(=O)C3=C(O2)C=CC(=C3OC)C(CC(C)C)OC(=O)C)O,24,0.842541148,0.233009709,24,1.0
1320,18,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=CC=C(/C)C)C)[H])(C)C2,367.263916,CCMSLIB00009939800,O=C(OC)C=1C(O)=C2C=CC=CC2=C3OC(C=CC31)(C)C,103,0.557519191,0.56284153,103,0.4857142857142857
1485,32,OC1=CC(O)=C(C2=O)C(CC(O[C@H](CCCCC2)C)=O)=C1,293.1387329,CCMSLIB00004692097,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@]3([H])[C@@H](O)C[C@@H]4CCCC[C@]4(C)[C@H]3C[C@@H](O)[C@@]21C,50,0.847659421,0.704225352,50,0.5588235294117647
1734,41,C[C@H](/C=C/[C@H](C)C(C)C)[C@@]1([H])CC[C@@]2([H])[C@@]34C=C[C@@]5(OO4)C[C@@H](O)CC[C@]5(C)[C@@]3([H])CC[C@@]21C,429.3345947,CCMSLIB00004713705,C[C@H](CO)C/1=C(O)/C(=O)[C@@]2(C)C/C=C(C)/CC/C=C(C)/CC[C@H](O)/C(=C/C[C@H]12)C,99,0.771063568,0.559322034,99,0.3829787234042553
3776,75,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]3(O)C(O4)=O)=O)C([C@@]4(C)[C@H]5OC(C)=O)=C)(C)C5=C2C)C(C)(C)O1,501.2131653,CCMSLIB00005719856,O=C1c2c(CC(=O)CCCCC)cc(OC)c(O)c2Oc2c(O1)cc(c(c2CCCCC)C(=O)O)O,12,0.393446554,0.073170732,12,0.5
1347,21,O=C1CC[C@@]2(C[C@@H](OC(/C(C)=CC)=O)[C@@]([C@@]3(C(O[C@H](C)[C@@]34C(O5)=O)=O)C([C@@]5(C)[C@H]6OC(C)=O)=C)(C)[C@]6(O4)C2=C)C(C)(C)O1,599.2472534,CCMSLIB00004713390,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,114,0.595365455,0.735483871,114,0.4117647058823529
1429,27,O=C(C(NC/1=O)=C)NC1=C/C2=C(C(C)(C)C=C)NC3=CC=CC=C32,322.15625,CCMSLIB00010005944,C[C@H]1C(=O)N/C(=C\C2=C(NC3=CC=CC=C32)C(C)(C)C=C)/C(=O)N1,20,0.939357661,0.540540541,20,0.9259259259259259
5005,98,CC(C)CC1NC(=O)C2CCCN2C1=O,211.144516,CCMSLIB00000007050,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N1,13,0.950051116,0.722222222,13,1.0
1542,37,O=C(CO)C1=CNC2=CC=CC=C21,176.0708618,CCMSLIB00010012156,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,6,0.953546411,0.545454545,6,0.8666666666666667
2571,49,COC1C(O)=CC(C)=CC=1OC1=CC(=CC(=C1O)O)C,277.1073608,CCMSLIB00009999301,C1C[C@H](N(C1)C(=O)[C@H](CC2=CC=C(C=C2)O)N)C(=O)O,17,0.207903695,0.395348837,17,0.6153846153846154
