Unnamed: 0,row ID,row m/z,match_id,match_smiles,mps0,pp0,pair_similarity0,mps1,pp1,pair_similarity1,mps2,pp2,pair_similarity2
4,2,449.2238687,CMNPD28449,C(NCCCCCN(O)C(=O)C)(=O)C(O)(CC(=O)NCCCN(O)C(=O)C)CC(=O)O,7.0,0.0985915492957746,0.4037254438735544,15.0,0.2112676056338028,0.3840684897731989,14.0,0.1971830985915492,0.144936857977882
5,2,449.2238687,NPA021612,CC(=O)N(CCCCCNC(=O)C(CC(=O)NCCCN(C(=O)C)O)(CC(=O)O)O)O,7.0,0.0985915492957746,0.4037254438735544,15.0,0.2112676056338028,0.3840684897731989,14.0,0.1971830985915492,0.144936857977882
6,2,449.2238687,CNP0087109,O=C(O)CC(O)(C(=O)NCCCCCN(O)C(=O)C)CC(=O)NCCCN(O)C(=O)C,7.0,0.0985915492957746,0.4037254438735544,15.0,0.2112676056338028,0.3840684897731989,14.0,0.1971830985915492,0.144936857977882
7,2,449.2238687,CNP0422990,FC(F)(F)C1=CC=CC(=C1)C2=NC=CC(=N2)CC3C(NC4CCOCC4)CC(O)C3CO,0.0,0.0,0.0,3.0,0.0422535211267605,0.009745328570716,3.0,0.0422535211267605,0.0114551659207791
8,2,449.2238687,CNP0055991,O=C(NC=1C=CC=CC1CCCCC=2C=CC=CC2NC(=O)C=3C=CC=CC3)C=4C=CC=CC4,1.0,0.0140845070422535,0.2192543894052505,2.0,0.028169014084507,0.2806729450821876,2.0,0.028169014084507,0.1488288511754945
9,2,449.2238687,CNP0016203,O=C(NC1C(C=2SC=CC2)N(CCCC=3C=CC=CC3)CCC1(O)C)C4CCCC4,0.0,0.0,0.0,6.0,0.0845070422535211,0.0210068638552911,5.0,0.0704225352112676,0.0098345000878907
10,2,449.2238687,CNP0042846,O=C1C=2C(=CC=C(NC3=CC=C(C(=C3)C)C)C2C(=O)C4C=CC=CC14)NC5=CC=C(C(=C5)C)C,1.0,0.0140845070422535,0.2172850221395492,1.0,0.0140845070422535,0.0827583596110344,3.0,0.0422535211267605,0.0907482443726621
11,2,449.2238687,CNP0051320,O=S(=O)(NCC1C=C(C)C(CC2=NN=C(O2)C=3C=CC=CC3F)CC1C(C)C)CCC,1.0,0.0140845070422535,0.0053025088272988,2.0,0.028169014084507,0.0078855804167687,1.0,0.0140845070422535,0.004012132063508
12,2,449.2238687,CNP0439609,O=C(NCCN1CCOCC1)C2CC(O)C(O)C3NC(=NC=4C=C(C=C(C4)C)C)SC23,2.0,0.028169014084507,0.3741986751556396,2.0,0.028169014084507,0.2508092224597931,6.0,0.0845070422535211,0.189750121673569
13,2,449.2238687,CNP0199754,O=C(N(C)CC=1C=CC=CC1)C(C)C2CCC3(C)CC=4SC(=NC4C(C)C3C2O)C,1.0,0.0140845070422535,0.0015074827242642,4.0,0.056338028169014,0.0087583652348257,4.0,0.056338028169014,0.0062054893351159
14,2,449.2238687,CNP0136537,FC(F)(F)C=1C=CC=C(C1)N2CCN(CC2)CC3OCC(NCC=4C=CC=CC4O)C3O,1.0,0.0140845070422535,0.0038269385695457,5.0,0.0704225352112676,0.0830512418178841,9.0,0.1267605633802817,0.1068361772922799
15,2,449.2238687,CNP0467958,O=C(O)C(O)(CC(=O)NCCCN(O)C(=O)C)CC(=O)NCCCCCN(O)C(=O)C,9.0,0.1267605633802817,0.4182702876860276,16.0,0.2253521126760563,0.4081900137825869,14.0,0.1971830985915492,0.1733288812683895
16,2,449.2238687,CNP0471505,O=C(NCCN1CCOCC1)C2CC(O)C(O)C3NC(=S)N(C=4C=C(C=C(C4)C)C)C23,1.0,0.0140845070422535,0.175296813249588,1.0,0.0140845070422535,0.1534011363983154,6.0,0.0845070422535211,0.0964997936389409
