,row ID,smiles,row m/z,match_id,match_smiles,mps,pair_similarity,pp,mps_pp,mcs
0,49,COC1C(O)=CC(C)=CC=1OC1=CC(=CC(=C1O)O)C,277.1073608,CCMSLIB00004679297, CC1=C2C(C3C(C(C1)O)C(=C)C(=O)O3)C(=CC2=O)CO,21,0.05112775,0.488372093,21,0.592592593
1,69,CC(C)[C@H]1[C@@H](O)C2C(=C3C(=CC=2)C[C@@H](C)OC3=O)O1,263.1282349,CCMSLIB00004679306, CC1C2CCC(=C3C(C2OC1=O)C(=CC3=O)CO)C,34,0.675579822,0.641509434,34,0.555555556
2,15,C=CC(C1NC2C=CC=CC=2C=1/C=C1/C(=O)N2C(=CCC2)C(=O)N/1)(C)C,348.1685181,CCMSLIB00005721055, O=C([C@H](C1)N(C2=O)/C=C\C(C)(C)C3=C1C(C=CC=C4)=C4N3)N5C2=CCC5,7,0.250780327,0.060869565,7,0.685714286
3,13,[H][C@]12C3C(=CC(=C4C=3OC3C(=C(C=CC=3OC)O)C4=O)OC)O[C@@]1([H])OC=C2,355.0809326,CCMSLIB00005721072, O=C1C2=C(C(OC)=CC=C2O)OC3=C4C(O[C@]5([H])[C@@]4([H])C=CO5)=CC(OC)=C31,11,0.699687075,0.733333333,11,1
4,11,[H][C@]12C3C(=CC(=C4C=3OC3C(=C(C=CC=3)O)C4=O)OC)O[C@@]1([H])OC=C2,325.0701904,CCMSLIB00005721073, O=C1C2=C(C=CC=C2O)OC3=C4C(O[C@]5([H])[C@@]4([H])C=CO5)=CC(OC)=C31,11,0.838106758,0.392857143,11,1
5,47,COC1C=CC=C2C=1C(C1C(O)=C3C(OC4C3C=CO4)=CC=1O2)=O,325.072052,CCMSLIB00005721073, O=C1C2=C(C=CC=C2O)OC3=C4C(O[C@]5([H])[C@@]4([H])C=CO5)=CC(OC)=C31,8,0.269518626,0.166666667,8,0.75
6,43,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,415.2817688,CCMSLIB00005465383,[H][C@@]1([C@@H](O)C[C@H]2[C@]3(C)CC[C@@H](O)C2)[C@@H]3CC[C@@]4(C)[C@H]1CC[C@@H]4[C@@H](CCC(O)=O)C,32,0.113817656,0.680851064,32,0.265306122
7,43,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,415.2817688,CCMSLIB00005464670,[H][C@@]1([C@H](O)C[C@H]2[C@]3(C)CCCC2)[C@@H]3C[C@H](O)[C@@]4(C)[C@H]1CC[C@@H]4[C@@H](CCC(O)=O)C,2,0.27584663,0.042553191,2,0.265306122
8,43,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,415.2817688,CCMSLIB00005465687,[H][C@@]12[C@H](O)C[C@]3([H])C[C@@H](O)CC[C@]3(C)[C@H]1CC[C@@]4(C)[C@H]2CC[C@@H]4[C@@H](CCC(O)=O)C,7,0.440686862,0.14893617,7,0.265306122
9,58,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/C)=O)O)C)C,383.1839294,CCMSLIB00005463903,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,1,0.599309623,0.04,1,0.628571429
10,43,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,415.2817688,CCMSLIB00005463896,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,4,0.50735292,0.085106383,4,0.265306122
11,5,COC1C=C(O)C=C2C=1C(C1C(O)=C3C(OC4(OC3CCC4)C)=CC=1C2=O)=O,383.1125488,CCMSLIB00003134892,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,1,0.010193618,0.058823529,1,0.375
12,5,COC1C=C(O)C=C2C=1C(C1C(O)=C3C(OC4(OC3CCC4)C)=CC=1C2=O)=O,383.1125488,CCMSLIB00003135320,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,1,0.005032985,0.058823529,1,0.375
13,5,COC1C=C(O)C=C2C=1C(C1C(O)=C3C(OC4(OC3CCC4)C)=CC=1C2=O)=O,383.1125488,CCMSLIB00003134489,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,1,0.003982858,0.058823529,1,0.375
14,5,COC1C=C(O)C=C2C=1C(C1C(O)=C3C(OC4(OC3CCC4)C)=CC=1C2=O)=O,383.1125488,CCMSLIB00003134823,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,0,0,0,0,0.375
15,5,COC1C=C(O)C=C2C=1C(C1C(O)=C3C(OC4(OC3CCC4)C)=CC=1C2=O)=O,383.1125488,CCMSLIB00003137295,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,0,0,0,0,0.375
16,41,C[C@H](/C=C/[C@H](C)C(C)C)[C@@]1([H])CC[C@@]2([H])[C@@]34C=C[C@@]5(OO4)C[C@@H](O)CC[C@]5(C)[C@@]3([H])CC[C@@]21C,429.3345947,CCMSLIB00009980584,C(C[C@H]([C@@H](C(=O)O)N)O)CN,33,0.097134382,0.186440678,33,0.25
17,50,COC1C(O)=CC(C)=CC=1OC1=CC(=CC(=C1O)O)C,299.0892639,CCMSLIB00005750547,C(C1=C(C2=C(C(=C1O[H])C([H])([H])[H])OC(C(C2=O)([H])[H])(C3=C(C(=C(C(=C3[H])[H])O[H])[H])[H])[H])O[H])([H])([H])[H],0,0,0,0,0.730769231
18,78,CCCCC1C(OC)=CC(=O)OC=1C,219.0984192,CCMSLIB00009994479,C(CC(=O)N[C@@H](CCC(=O)O)C(=O)O)[C@@H](C(=O)O)N,1,0.143747389,0.5,1,0.6
19,78,CCCCC1C(OC)=CC(=O)OC=1C,219.0984192,CCMSLIB00009948443,C(CC(=O)O)[C@@H](C(=O)O)NC(=O)CN,1,0.102120824,0.5,1,0.6875
20,81,CCC(CC1C(OC)=CC(=O)OC=1C)O,213.112381,CCMSLIB00009941372,C(CCCC(=O)O)CCCC(=O)O,7,0.437605668,0.102941176,7,0.588235294
21,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CCMSLIB00009941372,C(CCCC(=O)O)CCCC(=O)O,9,0.367351892,0.1125,9,0.588235294
22,83,CCCC(C1C(OC)=CC(=O)OC=1C)O,213.1116333,CCMSLIB00009941372,C(CCCC(=O)O)CCCC(=O)O,7,0.233129856,0.1,7,0.588235294
23,77,CCCCC1C(OC)=CC(=O)OC=1C,197.1167603,CCMSLIB00010007021,C(CCCCC(=O)O)CCC/C=C/C(=O)O,33,0.362725348,0.492537313,33,0.526315789
24,81,CCC(CC1C(OC)=CC(=O)OC=1C)O,213.112381,CCMSLIB00009967477,C(CCCCC(=O)O)CCCC(=O)O,33,0.412284416,0.485294118,33,0.647058824
25,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CCMSLIB00009967477,C(CCCCC(=O)O)CCCC(=O)O,35,0.395707802,0.4375,35,0.647058824
26,83,CCCC(C1C(OC)=CC(=O)OC=1C)O,213.1116333,CCMSLIB00009967477,C(CCCCC(=O)O)CCCC(=O)O,30,0.285263084,0.428571429,30,0.647058824
27,81,CCC(CC1C(OC)=CC(=O)OC=1C)O,213.112381,CCMSLIB00010002614,C(CCCCC(=O)O)CCCCC(=O)O,43,0.672811486,0.632352941,43,0.611111111
28,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CCMSLIB00010002614,C(CCCCC(=O)O)CCCCC(=O)O,42,0.659018581,0.525,42,0.611111111
29,83,CCCC(C1C(OC)=CC(=O)OC=1C)O,213.1116333,CCMSLIB00010002614,C(CCCCC(=O)O)CCCCC(=O)O,38,0.514560165,0.542857143,38,0.611111111
30,82,CCC(CC1C(OC)=CC(=O)OC=1C)O,235.0932159,CCMSLIB00009946603,C(CCCCCC(=O)O)CCCCC(=O)O,1,0.999872565,0.5,1,0.578947368
31,84,CCCC(C1C(OC)=CC(=O)OC=1C)O,235.0926056,CCMSLIB00009946603,C(CCCCCC(=O)O)CCCCC(=O)O,1,0.999795556,0.333333333,1,0.578947368
32,80,CCCCC1C(OC)=CC(=O)OC=1CO,235.0920563,CCMSLIB00009946603,C(CCCCCC(=O)O)CCCCC(=O)O,1,0.999697089,0.5,1,0.578947368
33,81,CCC(CC1C(OC)=CC(=O)OC=1C)O,213.112381,CCMSLIB00009946582,C(CCCCCC(=O)O)CCCCC(=O)O,41,0.730507994,0.602941176,41,0.578947368
34,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CCMSLIB00009946582,C(CCCCCC(=O)O)CCCCC(=O)O,45,0.710422017,0.5625,45,0.578947368
35,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CCMSLIB00009946609,C(CCCCCC(=O)O)CCCCC(=O)O,36,0.629529129,0.580645161,36,0.5
36,83,CCCC(C1C(OC)=CC(=O)OC=1C)O,213.1116333,CCMSLIB00009946582,C(CCCCCC(=O)O)CCCCC(=O)O,42,0.601163148,0.6,42,0.578947368
37,77,CCCCC1C(OC)=CC(=O)OC=1C,197.1167603,CCMSLIB00009946567,C(CCCCCC(=O)O)CCCCC(=O)O,28,0.519871869,0.417910448,28,0.611111111
38,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CCMSLIB00010001694,C(CCCCCCC(=O)O)CCCCCC(=O)O,45,0.578978644,0.725806452,45,0.458333333
39,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CCMSLIB00009949243,C(CCCCCCCC(=O)O)CCCCCCC(=O)O,37,0.366710918,0.4625,37,0.47826087
40,81,CCC(CC1C(OC)=CC(=O)OC=1C)O,213.112381,CCMSLIB00009949243,C(CCCCCCCC(=O)O)CCCCCCC(=O)O,35,0.356115755,0.514705882,35,0.47826087
41,83,CCCC(C1C(OC)=CC(=O)OC=1C)O,213.1116333,CCMSLIB00009949243,C(CCCCCCCC(=O)O)CCCCCCC(=O)O,34,0.354485026,0.485714286,34,0.47826087
42,67,CCCC(CC1OC(=O)C2C(=CC(=CC=2O)O)C1)O,267.1223145,CCMSLIB00009949274,C(CCCCCCCC(=O)O)CCCCCCC(=O)O,18,0.056732511,0.209302326,18,0.625
43,82,CCC(CC1C(OC)=CC(=O)OC=1C)O,235.0932159,CCMSLIB00009993186,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1,0.249679506,0.5,1,0.545454545
44,84,CCCC(C1C(OC)=CC(=O)OC=1C)O,235.0926056,CCMSLIB00009993186,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1,0.249660283,0.333333333,1,0.47826087
45,80,CCCCC1C(OC)=CC(=O)OC=1CO,235.0920563,CCMSLIB00009993186,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1,0.249635696,0.5,1,0.47826087
46,82,CCC(CC1C(OC)=CC(=O)OC=1C)O,235.0932159,CCMSLIB00009947429,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1,0.228337497,0.5,1,0.545454545
47,84,CCCC(C1C(OC)=CC(=O)OC=1C)O,235.0926056,CCMSLIB00009947429,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1,0.228319913,0.333333333,1,0.47826087
48,80,CCCCC1C(OC)=CC(=O)OC=1CO,235.0920563,CCMSLIB00009947429,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1,0.228297427,0.5,1,0.47826087
49,43,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,415.2817688,CCMSLIB00000084884,C(CN1CCN(CCOC(c2ccccc2)c3ccccc3)CC1)Cc4ccccc4.Cl,2,0.001452307,0.042553191,2,0.226415094
50,50,COC1C(O)=CC(C)=CC=1OC1=CC(=CC(=C1O)O)C,299.0892639,CCMSLIB00005750780,C(OC=1C(=C2C(=C(C1[H])OC([H])([H])[H])C(=O)C(C(O2)(C=3C(=C(C(=C(C3[H])[H])O[H])[H])[H])[H])([H])[H])[H])([H])([H])[H],0,0,0,0,0.730769231
51,50,COC1C(O)=CC(C)=CC=1OC1=CC(=CC(=C1O)O)C,299.0892639,CCMSLIB00005751140,C(OC=1C(=C2C(=C(C1[H])OC([H])([H])[H])C(=O)C(C(O2)(C=3C(=C(C(=C(C3[H])[H])O[H])[H])[H])[H])([H])[H])[H])([H])([H])[H],0,0,0,0,0.730769231
52,96,O=C(C1=C(O2)C=C(C)C(OC)=C1C(OC)=O)C3=C2C=CC=C3O,315.0882263,CCMSLIB00005750677,C(OC1=C(C(=C(C(=C1OC([H])([H])[H])OC([H])([H])[H])[H])C2=C(C(=O)C3=C(O2)C(=C(C(=C3O[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])([H])[H],0,0,0,0,0.583333333
53,96,O=C(C1=C(O2)C=C(C)C(OC)=C1C(OC)=O)C3=C2C=CC=C3O,315.0882263,CCMSLIB00005750943,C(OC1=C(C(=C(C(=C1OC([H])([H])[H])OC([H])([H])[H])[H])C2=C(C(=O)C3=C(O2)C(=C(C(=C3O[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])([H])[H],0,0,0,0,0.583333333
54,77,CCCCC1C(OC)=CC(=O)OC=1C,197.1167603,CCMSLIB00009968759,C/C(=C\CCC1(C2CCC(C2)C1(C)O)C)/C(=O)O,23,0.562370186,0.343283582,23,0.5
55,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006683130,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,1,0.06756781,0.333333333,1,0.545454545
56,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006683790,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,1,0.038865067,0.333333333,1,0.545454545
57,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006679308,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,1,0.025919458,0.333333333,1,0.545454545
58,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006678954,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,1,0.021941558,0.333333333,1,0.545454545
59,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006682844,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,1,0.021117033,0.333333333,1,0.545454545
60,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006678964,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,1,0.016950946,0.333333333,1,0.545454545
61,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006678669,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,1,0.01495708,0.333333333,1,0.545454545
62,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006681254,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,0,0,0,0,0.545454545
63,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006682305,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,0,0,0,0,0.545454545
64,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006682509,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,0,0,0,0,0.545454545
65,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006683097,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,0,0,0,0,0.545454545
66,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006683419,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,0,0,0,0,0.545454545
67,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006684091,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,0,0,0,0,0.545454545
68,60,C(O)[C@](O)1C(C=C[C@]([H])2[C@@](C)(C)CCC[C@]12C)=C,259.1669312,CCMSLIB00009945117,C/C/1=C/CC/C(=C\[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)/C,1,0.35234344,0.333333333,1,0.5
69,4,C(O)(=O)C1=CC=C([C@](O)(C)CCCC(C)=C)C(O)=C1,287.1239929,CCMSLIB00004713787,C/C/1=C\C2C(C(C/C(=C/CC1)/CO)O)C(=C)C(=O)O2,27,0.073083008,0.174193548,27,0.444444444
70,4,C(O)(=O)C1=CC=C([C@](O)(C)CCCC(C)=C)C(O)=C1,287.1239929,CCMSLIB00004713788,C/C/1=C\C2C(C(C/C(=C/CC1)/CO)O)C(=C)C(=O)O2,21,0.016332573,0.135483871,21,0.444444444
71,61,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,401.2707214,CCMSLIB00004708859,C/C/1=C\CC/C(=C/C[C@]2([C@H](C/C=C(/[C@H](CC1)O)\C)C(=C(C2=O)O)[C@H](C)CO)C)/C,10,0.028551415,0.063291139,10,0.564102564
72,61,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,401.2707214,CCMSLIB00004708857,C/C/1=C\CC/C(=C/C[C@]2([C@H](C/C=C(/[C@H](CC1)O)\C)C(=C(C2=O)O)[C@H](C)CO)C)/C,20,0.026399866,0.126582278,20,0.564102564
73,61,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,401.2707214,CCMSLIB00004708858,C/C/1=C\CC/C(=C/C[C@]2([C@H](C/C=C(/[C@H](CC1)O)\C)C(=C(C2=O)O)[C@H](C)CO)C)/C,12,0.026084269,0.075949367,12,0.564102564
74,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CCMSLIB00009978992,C/C/1=C\CC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C,45,0.608415624,0.725806452,45,0.652173913
75,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005767580,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.998568892,0.25,1,0.418604651
76,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005768537,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.998568892,0.25,1,0.418604651
77,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005768930,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.998568892,0.25,1,0.418604651
78,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005767580,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.998118937,0.2,1,0.386363636
79,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005768537,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.998118937,0.2,1,0.386363636
80,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005768930,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.998118937,0.2,1,0.386363636
81,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005769216,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.997837186,0.25,1,0.418604651
82,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005769216,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.997387528,0.2,1,0.386363636
83,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005767303,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.986991286,0.25,1,0.418604651
84,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005767303,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.986546576,0.2,1,0.386363636
85,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005770378,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.861821413,0.25,1,0.418604651
86,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005770378,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.861433089,0.2,1,0.386363636
87,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005767576,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.492658854,0.25,1,0.418604651
88,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005767576,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.492436856,0.2,1,0.386363636
89,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005769655,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.175630674,0.25,1,0.418604651
90,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005769655,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.175551534,0.2,1,0.386363636
91,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005770089,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.052267618,0.25,1,0.418604651
92,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005770089,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.052244067,0.2,1,0.386363636
93,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005770984,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.015659595,0.25,1,0.418604651
94,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005770984,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.015652539,0.2,1,0.386363636
95,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005767440,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],0,0,0,0,0.386363636
96,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005767673,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],0,0,0,0,0.386363636
97,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005767916,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],0,0,0,0,0.386363636
98,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005768540,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],0,0,0,0,0.386363636
