,Unnamed: 0,row ID,smiles,row m/z,match_id,match_smiles,mps,pair_similarity,pp,mps_pp,tanimoto,mcs
1275,3855,80,CCCCC1C(OC)=CC(=O)OC=1CO,235.0920563,CCMSLIB00009997977,CCCCC/C=C\C/C=C\CC/C=C\CCCC(=O)O,1,0.998629808,0.5,1,0.2,0.21428571428571427
1276,3824,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CCMSLIB00009940987,CCCCC/C=C\C=C\C(=O)CCCCCCCC(=O)O,44,0.426401615,0.55,44,0.160714286,0.4
1277,3946,83,CCCC(C1C(OC)=CC(=O)OC=1C)O,213.1116333,CCMSLIB00009940987,CCCCC/C=C\C=C\C(=O)CCCCCCCC(=O)O,36,0.32818586,0.514285714,36,0.103448276,0.4
1278,3907,81,CCC(CC1C(OC)=CC(=O)OC=1C)O,213.112381,CCMSLIB00009940987,CCCCC/C=C\C=C\C(=O)CCCCCCCC(=O)O,36,0.28176656,0.529411765,36,0.101694915,0.4
1279,4113,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CCMSLIB00009989373,CCCCC/C=C\CC1C(O1)CCCCCCCC(=O)O,22,0.623103192,0.35483871,22,0.076923077,0.5
1280,4070,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CCMSLIB00009931852,CCCCC[C@@H](/C=C/C=C\CCCCCCCC(=O)OC)O,41,0.567077953,0.661290323,41,0.059701493,0.4444444444444444
1281,3208,61,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,401.2707214,CCMSLIB00009980361,CCCCC[C@@H](/C=C/C1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)OCC(CO)O)O)O)O,20,0.104596975,0.126582278,20,0.108910891,0.4878048780487805
1282,3179,60,C(O)[C@](O)1C(C=C[C@]([H])2[C@@](C)(C)CCC[C@]12C)=C,259.1669312,CCMSLIB00005722739,CCCCC[C@@H](O)CC(=O)CCC1=CC(OC)=C(O)C=C1,1,0.679362357,0.333333333,1,0.069444444,0.4444444444444444
1283,4294,91,COC1C([C@@H](OC(=O)C)CC(C)C)=CC=C2C=1C(OCC1C=C(C)C=C(O)C=1O2)=O,437.1555176,CCMSLIB00009953228,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,19,0.023018912,0.184466019,19,0.079207921,0.6666666666666666
1284,4539,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CCMSLIB00000210885,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,1,0.99873507,0.25,1,0.102040816,0.4418604651162791
1285,4545,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CCMSLIB00000210897,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,1,0.99873507,0.25,1,0.102040816,0.4418604651162791
1286,4540,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CCMSLIB00000210887,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,2,0.799032338,0.5,2,0.102040816,0.4418604651162791
1287,4546,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CCMSLIB00000210899,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,2,0.790546857,0.5,2,0.102040816,0.4418604651162791
1288,4541,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CCMSLIB00000210889,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,1,0.01139836,0.25,1,0.102040816,0.4418604651162791
1289,4538,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CCMSLIB00000210883,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,1,0.005897791,0.25,1,0.102040816,0.4418604651162791
1290,4551,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CCMSLIB00000210910,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,1,0.005558018,0.25,1,0.102040816,0.4418604651162791
1291,4542,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CCMSLIB00000210891,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,0,0.0,0.0,0,0.102040816,0.4418604651162791
1292,4543,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CCMSLIB00000210893,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,0,0.0,0.0,0,0.102040816,0.4418604651162791
1293,4544,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CCMSLIB00000210895,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,0,0.0,0.0,0,0.102040816,0.4418604651162791
1294,4547,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CCMSLIB00000210901,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,0,0.0,0.0,0,0.102040816,0.4418604651162791
1295,4548,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CCMSLIB00000210903,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,0,0.0,0.0,0,0.102040816,0.4418604651162791
1296,4549,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CCMSLIB00000210905,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,0,0.0,0.0,0,0.102040816,0.4418604651162791
1297,4550,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CCMSLIB00000210907,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,0,0.0,0.0,0,0.102040816,0.4418604651162791
1298,3990,85,CC1(C)CCC[C@@]2(C)[C@@]1([H])[C@H](O)C=C(C)[C@]2(O)C=O,275.1616516,CCMSLIB00009940455,CCCCCC#CCC#CCCCCCCCC(=O)O,1,0.857664585,0.2,1,0.113207547,0.35714285714285715
1299,4114,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CCMSLIB00009989774,CCCCCC#CCC#CCCCCCCCC(=O)O,32,0.580532041,0.516129032,32,0.090909091,0.37037037037037035
1300,5072,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00009988720,CCCCCC(=O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O,1,0.218911082,0.333333333,1,0.1,0.22580645161290322
1301,4001,85,CC1(C)CCC[C@@]2(C)[C@@]1([H])[C@H](O)C=C(C)[C@]2(O)C=O,275.1616516,CCMSLIB00009988516,CCCCCC(=O)/C=C/C=C\CCCCCCCC(=O)O,2,0.88619475,0.4,2,0.084745763,0.39285714285714285
1302,4110,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CCMSLIB00009988403,CCCCCC(=O)/C=C/C=C\CCCCCCCC(=O)O,49,0.634270899,0.790322581,49,0.06557377,0.4074074074074074
1303,3313,67,CCCC(CC1OC(=O)C2C(=CC(=CC=2O)O)C1)O,267.1223145,CCMSLIB00009997296,CCCCCC/C=C/CCCCCCCC(=O)O,44,0.139040108,0.511627907,44,0.122807018,0.37037037037037035
1304,3316,67,CCCC(CC1OC(=O)C2C(=CC(=CC=2O)O)C1)O,267.1223145,CCMSLIB00010004552,CCCCCC/C=C\CCCCCCCC(=O)O,16,0.075514333,0.186046512,16,0.122807018,0.37037037037037035
1305,3732,72,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]34C(O5)=O)=O)C([C@@]5(C)[C@H]6O)=C)(C)[C@]6(O4)C2=C)C(C)(C)O1,479.1680908,CCMSLIB00004720621,CCCCCC1=C(C(=CC2=C1OC3=CC(=CC(=C3C(=O)O2)C(=O)CCCC)OC)O)C(=O)O,1,0.03254988,0.2,1,0.068627451,0.5208333333333334
1306,3696,71,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]34C(O5)=O)=O)C([C@@]5(C)[C@H]6O)=C)(C)[C@]6(O4)C2=C)C(C)(C)O1,457.1876831,CCMSLIB00000078791,CCCCCC1=C(C(O)=O)C(O)=CC2=C1OC3=C(C=C(C(=O)CCCC)C(OC)=C3)C(=O)O2,170,0.248103127,0.821256039,170,0.078431373,0.4897959183673469
1307,3099,57,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/C(OC)OC)=O)O)C)C,443.2061462,CCMSLIB00005719924,CCCCCC1=CC(=O)C=C(OC)C21C(=O)Oc1c2c(c(c(c1)O)C(=O)O)CCCCC,5,0.28780497,0.333333333,5,0.157894737,0.40425531914893614
1308,4060,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CCMSLIB00000846953,CCCCCC1=CC(O)=C(CCCC)C(O)=C1,6,0.218232833,0.096774194,6,0.115384615,0.5909090909090909
1309,3149,59,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/CC(C)O)=O)O)C)C,427.2095947,CCMSLIB00000848033,CCCCCC1=CC2=CC(O)=CC(OC3=C(O)C=C(O)C=C3CCCCC)=C2C(=O)O1,7,0.313018112,0.538461538,7,0.104166667,0.4222222222222222
1310,3697,71,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]34C(O5)=O)=O)C([C@@]5(C)[C@H]6O)=C)(C)[C@]6(O4)C2=C)C(C)(C)O1,457.1876831,CCMSLIB00000079520,CCCCCc1c(C(=O)O)c(O)cc2OC(=O)c3c(cc(OC)cc3Oc12)C(=O)CCCC,164,0.242942474,0.792270531,164,0.068627451,0.5208333333333334
1311,3698,71,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]34C(O5)=O)=O)C([C@@]5(C)[C@H]6O)=C)(C)[C@]6(O4)C2=C)C(C)(C)O1,457.1876831,CCMSLIB00000080282,CCCCCc1c(C(=O)O)c(O)cc2OC(=O)c3cc(C(=O)CCCC)c(OC)cc3Oc12,177,0.253943495,0.855072464,177,0.078431373,0.4897959183673469
1312,4120,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CCMSLIB00010000406,CCCCCC1C(O1)/C=C/C(=O)CCCCCCCC(=O)O,35,0.665995331,0.564516129,35,0.111111111,0.48148148148148145
1313,3199,61,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,401.2707214,CCMSLIB00009934306,CCCCCC1C(O1)C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO,20,0.104596975,0.126582278,20,0.108695652,0.2826086956521739
1314,3799,77,CCCCC1C(OC)=CC(=O)OC=1C,197.1167603,CCMSLIB00009931301,CCCCCC1C(O1)C/C=C\CCCCCCCC(=O)O,9,0.693922656,0.134328358,9,0.137931034,0.34615384615384615
1315,4071,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CCMSLIB00009931892,CCCCCC1C(O1)CCCC/C=C\CCCCCCC(=O)O,41,0.535554958,0.661290323,41,0.081967213,0.41379310344827586
1316,3184,60,C(O)[C@](O)1C(C=C[C@]([H])2[C@@](C)(C)CCC[C@]12C)=C,259.1669312,CCMSLIB00010011101,CCCCCCC(NC(C(O)=O)CCC(N)=O)=O,1,0.123110093,0.333333333,1,0.064516129,0.5217391304347826
1317,4164,87,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,259.1661377,CCMSLIB00010011101,CCCCCCC(NC(C(O)=O)CCC(N)=O)=O,1,0.122976996,0.25,1,0.064516129,0.5217391304347826
1318,3207,61,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,401.2707214,CCMSLIB00009963022,CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O,3,0.02607383,0.018987342,3,0.102272727,0.2916666666666667
1319,3215,62,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,423.25177,CCMSLIB00009986878,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)O,1,0.023717914,0.2,1,0.078651685,0.3111111111111111
1320,1336,20,[H][C@@]12[C@@](O)(C)CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=CC=C(/C)C)C)[H])(C)C2,407.2545776,CCMSLIB00009929195,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)O,1,0.000243422,0.166666667,1,0.08045977,0.38095238095238093
1321,1873,44,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,437.2642212,CCMSLIB00003139025,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)O,0,0.0,0.0,0,0.090909091,0.3111111111111111
1322,1874,44,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,437.2642212,CCMSLIB00003139048,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)O,0,0.0,0.0,0,0.090909091,0.3111111111111111
1323,1885,44,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,437.2642212,CCMSLIB00009986881,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)O,0,0.0,0.0,0,0.090909091,0.3111111111111111
1324,1882,44,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,437.2642212,CCMSLIB00009984150,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O,1,0.050466057,0.2,1,0.085106383,0.2916666666666667
1325,1483,32,OC1=CC(O)=C(C2=O)C(CC(O[C@H](CCCCC2)C)=O)=C1,293.1387329,CCMSLIB00004688495,CCCCCCCCCC/C(=C\CC(=O)O)/C(=O)O,7,0.07241988,0.098591549,7,0.06557377,0.48148148148148145
1326,1482,32,OC1=CC(O)=C(C2=O)C(CC(O[C@H](CCCCC2)C)=O)=C1,293.1387329,CCMSLIB00004688494,CCCCCCCCCC/C(=C\CC(=O)O)/C(=O)O,7,0.068501403,0.098591549,7,0.06557377,0.48148148148148145
1327,1293,17,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3O)=C[C@H]2OC(/C=C/C=C/C=O)=O)O)C)C,399.177887,CCMSLIB00000848872,CCCCCCCCCC[C@H](C(O)=O)[C@@](O)(CCC(=O)OC)C(O)=O,6,0.070406123,0.15,6,0.06097561,0.4722222222222222
1328,3299,67,CCCC(CC1OC(=O)C2C(=CC(=CC=2O)O)C1)O,267.1223145,CCMSLIB00009934332,CCCCCCCCCC1=CC(=O)C2=CC=CC=C2N1O,24,0.033922979,0.279069767,24,0.169230769,0.6153846153846154
1329,3306,67,CCCC(CC1OC(=O)C2C(=CC(=CC=2O)O)C1)O,267.1223145,CCMSLIB00009965133,CCCCCCCCCCC(C)C(=O)O,20,0.061431236,0.23255814,20,0.148148148,0.6190476190476191
1330,1894,46,CC(O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C)=O,479.2737122,CCMSLIB00009930017,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1,0.471488088,0.166666667,1,0.09375,0.24528301886792453
1331,1884,44,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,437.2642212,CCMSLIB00009985305,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)O,1,0.042026795,0.2,1,0.056179775,0.24
1332,1883,44,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,437.2642212,CCMSLIB00009985274,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)O,1,0.042026795,0.2,1,0.087912088,0.23214285714285715
1333,1878,44,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,437.2642212,CCMSLIB00009929459,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(CO)O)O,1,0.009657694,0.2,1,0.056179775,0.24
1334,1886,44,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,437.2642212,CCMSLIB00009987049,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O,1,0.037081085,0.2,1,0.054945055,0.25
1335,3216,62,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,423.25177,CCMSLIB00009987044,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O,1,0.020679696,0.2,1,0.066666667,0.2765957446808511
1336,1395,25,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,392.2315979,CCMSLIB00009992834,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC ,6,0.049528267,0.095238095,6,0.12,0.3409090909090909
1337,1362,23,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,392.2313232,CCMSLIB00009992834,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC ,5,0.014115248,0.089285714,5,0.12,0.3111111111111111
1338,1325,19,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=CC=C(/C)C)C)[H])(C)C2,389.2433472,CCMSLIB00010103974,CCCCN(C(=O)c1cc(OC)c(OC)c(OC)c1)C1=CC2CCC(C1)N2C,1,0.259983271,0.2,1,0.105263158,0.43902439024390244
1339,1326,19,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=CC=C(/C)C)C)[H])(C)C2,389.2433472,CCMSLIB00010115308,CCCCN(C(=O)c1cc(OC)c(OC)c(OC)c1)C1=CC2CCC(C1)N2C,1,0.04558067,0.2,1,0.105263158,0.43902439024390244
1340,3935,82,CCC(CC1C(OC)=CC(=O)OC=1C)O,235.0932159,CCMSLIB00009946346,CCCCNS(=O)(=O)C1=CC=CC=C1,1,0.931762934,0.5,1,0.132075472,0.6111111111111112
1341,3973,84,CCCC(C1C(OC)=CC(=O)OC=1C)O,235.0926056,CCMSLIB00009946346,CCCCNS(=O)(=O)C1=CC=CC=C1,1,0.93169117,0.333333333,1,0.156862745,0.6111111111111112
1342,3851,80,CCCCC1C(OC)=CC(=O)OC=1CO,235.0920563,CCMSLIB00009946346,CCCCNS(=O)(=O)C1=CC=CC=C1,1,0.931599379,0.5,1,0.2,0.6111111111111112
1343,3955,83,CCCC(C1C(OC)=CC(=O)OC=1C)O,213.1116333,CCMSLIB00009964373,CCCCNS(=O)(=O)C1=CC=CC=C1,5,0.400410922,0.071428571,5,0.156862745,0.6111111111111112
1344,3833,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CCMSLIB00009964373,CCCCNS(=O)(=O)C1=CC=CC=C1,5,0.253826223,0.0625,5,0.2,0.6111111111111112
1345,3938,82,CCC(CC1C(OC)=CC(=O)OC=1C)O,235.0932159,CCMSLIB00009992508,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,1,0.144171163,0.5,1,0.156862745,0.5909090909090909
1346,3802,77,CCCCC1C(OC)=CC(=O)OC=1C,197.1167603,CCMSLIB00009946005,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,15,0.447543508,0.223880597,15,0.186046512,0.5217391304347826
1347,21,1,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/C=O)=O)O)C)C,397.1611328,CCMSLIB00010105677,CCCCOc1ccc(C=C2Oc3ccc(C(=O)OC)cc3C2=O)cc1OCC,1,0.352838993,0.083333333,1,0.104166667,0.3953488372093023
1348,23,1,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/C=O)=O)O)C)C,397.1611328,CCMSLIB00010117016,CCCCOc1ccc(C=C2Oc3ccc(C(=O)OC)cc3C2=O)cc1OCC,2,0.266731614,0.166666667,2,0.104166667,0.3953488372093023
1349,5147,101,CC(C=C)(C)C12C3=C(NC1N(C(C(C=CC=C4)=C4N5)=O)C(C5=O)C2)C=CC=C3,396.1694641,CCMSLIB00010113983,CCCN=C(O)c1cc(=O)n(CC(=O)Nc2ccc(F)cc2C)c2ccccc12,1,0.001027536,0.142857143,1,0.11827957,0.6153846153846154
1350,5156,101,CC(C=C)(C)C12C3=C(NC1N(C(C(C=CC=C4)=C4N5)=O)C(C5=O)C2)C=CC=C3,396.1694641,CCMSLIB00010125307,CCCN=C(O)c1cc(=O)n(CC(=O)Nc2ccc(F)cc2C)c2ccccc12,0,0.0,0.0,0,0.11827957,0.6153846153846154
1351,5143,101,CC(C=C)(C)C12C3=C(NC1N(C(C(C=CC=C4)=C4N5)=O)C(C5=O)C2)C=CC=C3,396.1694641,CCMSLIB00010110817,CCCN=C(O)c1cc(=O)n(CC(O)=Nc2ccc(C)c(F)c2)c2ccccc12,0,0.0,0.0,0,0.119565217,0.3404255319148936
1352,5152,101,CC(C=C)(C)C12C3=C(NC1N(C(C(C=CC=C4)=C4N5)=O)C(C5=O)C2)C=CC=C3,396.1694641,CCMSLIB00010122154,CCCN=C(O)c1cc(=O)n(CC(O)=Nc2ccc(C)c(F)c2)c2ccccc12,0,0.0,0.0,0,0.119565217,0.3404255319148936
1353,4191,88,O=C([C@](O)(C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC=CC=C32,362.1495056,CCMSLIB00010113053,CCCN=C(O)c1cc(=O)n(CC(O)=Nc2ccccc2)c2ccccc12,1,0.373874038,0.041666667,1,0.135802469,0.47368421052631576
1354,4193,88,O=C([C@](O)(C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC=CC=C32,362.1495056,CCMSLIB00010124375,CCCN=C(O)c1cc(=O)n(CC(O)=Nc2ccccc2)c2ccccc12,1,0.171476603,0.041666667,1,0.135802469,0.47368421052631576
1355,3266,65,CCC[C@H](C[C@@H]1[C@@H](O)C2C(=C(C(=C(C=2)OC)OC)O)C(=O)O1)O,327.1458435,CCMSLIB00010112631,CCCOc1ccc(NCCC(=O)c2ccc3c(c2)OCO3)cc1,4,0.023265409,0.043010753,4,0.135802469,0.6129032258064516
1356,3272,65,CCC[C@H](C[C@@H]1[C@@H](O)C2C(=C(C(=C(C=2)OC)OC)O)C(=O)O1)O,327.1458435,CCMSLIB00010123956,CCCOc1ccc(NCCC(=O)c2ccc3c(c2)OCO3)cc1,7,0.021398955,0.075268817,7,0.135802469,0.6129032258064516
1357,5146,101,CC(C=C)(C)C12C3=C(NC1N(C(C(C=CC=C4)=C4N5)=O)C(C5=O)C2)C=CC=C3,396.1694641,CCMSLIB00010113857,CCN(CC)C(=O)c1cc(=O)n(CC(=O)Nc2ccc(F)cc2)c2ccccc12,1,0.024785478,0.142857143,1,0.139534884,0.6578947368421053
1358,5155,101,CC(C=C)(C)C12C3=C(NC1N(C(C(C=CC=C4)=C4N5)=O)C(C5=O)C2)C=CC=C3,396.1694641,CCMSLIB00010125182,CCN(CC)C(=O)c1cc(=O)n(CC(=O)Nc2ccc(F)cc2)c2ccccc12,1,0.008230863,0.142857143,1,0.139534884,0.6578947368421053
1359,5144,101,CC(C=C)(C)C12C3=C(NC1N(C(C(C=CC=C4)=C4N5)=O)C(C5=O)C2)C=CC=C3,396.1694641,CCMSLIB00010113410,CCN(CC)C(=O)c1cc(=O)n(CC(O)=Nc2cccc(F)c2)c2ccccc12,0,0.0,0.0,0,0.111111111,0.46511627906976744
1360,5153,101,CC(C=C)(C)C12C3=C(NC1N(C(C(C=CC=C4)=C4N5)=O)C(C5=O)C2)C=CC=C3,396.1694641,CCMSLIB00010124736,CCN(CC)C(=O)c1cc(=O)n(CC(O)=Nc2cccc(F)c2)c2ccccc12,0,0.0,0.0,0,0.111111111,0.46511627906976744
1361,5145,101,CC(C=C)(C)C12C3=C(NC1N(C(C(C=CC=C4)=C4N5)=O)C(C5=O)C2)C=CC=C3,396.1694641,CCMSLIB00010113420,CCN(CC)C(=O)c1cc(=O)n(CC(O)=Nc2ccccc2F)c2ccccc12,0,0.0,0.0,0,0.113636364,0.46511627906976744
1362,5154,101,CC(C=C)(C)C12C3=C(NC1N(C(C(C=CC=C4)=C4N5)=O)C(C5=O)C2)C=CC=C3,396.1694641,CCMSLIB00010124746,CCN(CC)C(=O)c1cc(=O)n(CC(O)=Nc2ccccc2F)c2ccccc12,0,0.0,0.0,0,0.113636364,0.46511627906976744
