,Unnamed: 0,row ID,smiles,row m/z,match_id,match_smiles,mps,pair_similarity,pp,mps_pp,tanimoto,mcs
18,3819,78,CCCCC1C(OC)=CC(=O)OC=1C,219.0984192,CCMSLIB00009994479,C(CC(=O)N[C@@H](CCC(=O)O)C(=O)O)[C@@H](C(=O)O)N,1,0.143747389,0.5,1,0.074074074,0.6
19,3818,78,CCCCC1C(OC)=CC(=O)OC=1C,219.0984192,CCMSLIB00009948443,C(CC(=O)O)[C@@H](C(=O)O)NC(=O)CN,1,0.102120824,0.5,1,0.057692308,0.6875
20,3908,81,CCC(CC1C(OC)=CC(=O)OC=1C)O,213.112381,CCMSLIB00009941372,C(CCCC(=O)O)CCCC(=O)O,7,0.437605668,0.102941176,7,0.095238095,0.5882352941176471
21,3825,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CCMSLIB00009941372,C(CCCC(=O)O)CCCC(=O)O,9,0.367351892,0.1125,9,0.12195122,0.5882352941176471
22,3947,83,CCCC(C1C(OC)=CC(=O)OC=1C)O,213.1116333,CCMSLIB00009941372,C(CCCC(=O)O)CCCC(=O)O,7,0.233129856,0.1,7,0.071428571,0.5882352941176471
23,3814,77,CCCCC1C(OC)=CC(=O)OC=1C,197.1167603,CCMSLIB00010007021,C(CCCCC(=O)O)CCC/C=C/C(=O)O,33,0.362725348,0.492537313,33,0.06122449,0.5263157894736842
24,3916,81,CCC(CC1C(OC)=CC(=O)OC=1C)O,213.112381,CCMSLIB00009967477,C(CCCCC(=O)O)CCCC(=O)O,33,0.412284416,0.485294118,33,0.095238095,0.6470588235294118
25,3834,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CCMSLIB00009967477,C(CCCCC(=O)O)CCCC(=O)O,35,0.395707802,0.4375,35,0.12195122,0.6470588235294118
26,3956,83,CCCC(C1C(OC)=CC(=O)OC=1C)O,213.1116333,CCMSLIB00009967477,C(CCCCC(=O)O)CCCC(=O)O,30,0.285263084,0.428571429,30,0.071428571,0.6470588235294118
27,3919,81,CCC(CC1C(OC)=CC(=O)OC=1C)O,213.112381,CCMSLIB00010002614,C(CCCCC(=O)O)CCCCC(=O)O,43,0.672811486,0.632352941,43,0.095238095,0.6111111111111112
28,3837,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CCMSLIB00010002614,C(CCCCC(=O)O)CCCCC(=O)O,42,0.659018581,0.525,42,0.12195122,0.6111111111111112
29,3959,83,CCCC(C1C(OC)=CC(=O)OC=1C)O,213.1116333,CCMSLIB00010002614,C(CCCCC(=O)O)CCCCC(=O)O,38,0.514560165,0.542857143,38,0.071428571,0.6111111111111112
30,3936,82,CCC(CC1C(OC)=CC(=O)OC=1C)O,235.0932159,CCMSLIB00009946603,C(CCCCCC(=O)O)CCCCC(=O)O,1,0.999872565,0.5,1,0.095238095,0.5789473684210527
31,3974,84,CCCC(C1C(OC)=CC(=O)OC=1C)O,235.0926056,CCMSLIB00009946603,C(CCCCCC(=O)O)CCCCC(=O)O,1,0.999795556,0.333333333,1,0.071428571,0.5789473684210527
32,3852,80,CCCCC1C(OC)=CC(=O)OC=1CO,235.0920563,CCMSLIB00009946603,C(CCCCCC(=O)O)CCCCC(=O)O,1,0.999697089,0.5,1,0.12195122,0.5789473684210527
33,3910,81,CCC(CC1C(OC)=CC(=O)OC=1C)O,213.112381,CCMSLIB00009946582,C(CCCCCC(=O)O)CCCCC(=O)O,41,0.730507994,0.602941176,41,0.095238095,0.5789473684210527
34,3827,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CCMSLIB00009946582,C(CCCCCC(=O)O)CCCCC(=O)O,45,0.710422017,0.5625,45,0.12195122,0.5789473684210527
35,4087,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CCMSLIB00009946609,C(CCCCCC(=O)O)CCCCC(=O)O,36,0.629529129,0.580645161,36,0.069767442,0.5
36,3949,83,CCCC(C1C(OC)=CC(=O)OC=1C)O,213.1116333,CCMSLIB00009946582,C(CCCCCC(=O)O)CCCCC(=O)O,42,0.601163148,0.6,42,0.071428571,0.5789473684210527
37,3803,77,CCCCC1C(OC)=CC(=O)OC=1C,197.1167603,CCMSLIB00009946567,C(CCCCCC(=O)O)CCCCC(=O)O,28,0.519871869,0.417910448,28,0.076923077,0.6111111111111112
38,4123,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CCMSLIB00010001694,C(CCCCCCC(=O)O)CCCCCC(=O)O,45,0.578978644,0.725806452,45,0.069767442,0.4583333333333333
39,3830,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CCMSLIB00009949243,C(CCCCCCCC(=O)O)CCCCCCC(=O)O,37,0.366710918,0.4625,37,0.12195122,0.4782608695652174
40,3913,81,CCC(CC1C(OC)=CC(=O)OC=1C)O,213.112381,CCMSLIB00009949243,C(CCCCCCCC(=O)O)CCCCCCC(=O)O,35,0.356115755,0.514705882,35,0.095238095,0.4782608695652174
41,3952,83,CCCC(C1C(OC)=CC(=O)OC=1C)O,213.1116333,CCMSLIB00009949243,C(CCCCCCCC(=O)O)CCCCCCC(=O)O,34,0.354485026,0.485714286,34,0.071428571,0.4782608695652174
42,3305,67,CCCC(CC1OC(=O)C2C(=CC(=CC=2O)O)C1)O,267.1223145,CCMSLIB00009949274,C(CCCCCCCC(=O)O)CCCCCCC(=O)O,18,0.056732511,0.209302326,18,0.06,0.625
43,3939,82,CCC(CC1C(OC)=CC(=O)OC=1C)O,235.0932159,CCMSLIB00009993186,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1,0.249679506,0.5,1,0.090909091,0.5454545454545454
44,3976,84,CCCC(C1C(OC)=CC(=O)OC=1C)O,235.0926056,CCMSLIB00009993186,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1,0.249660283,0.333333333,1,0.068181818,0.4782608695652174
45,3854,80,CCCCC1C(OC)=CC(=O)OC=1CO,235.0920563,CCMSLIB00009993186,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1,0.249635696,0.5,1,0.090909091,0.4782608695652174
46,3937,82,CCC(CC1C(OC)=CC(=O)OC=1C)O,235.0932159,CCMSLIB00009947429,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1,0.228337497,0.5,1,0.090909091,0.5454545454545454
47,3975,84,CCCC(C1C(OC)=CC(=O)OC=1C)O,235.0926056,CCMSLIB00009947429,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1,0.228319913,0.333333333,1,0.068181818,0.4782608695652174
48,3853,80,CCCCC1C(OC)=CC(=O)OC=1CO,235.0920563,CCMSLIB00009947429,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1,0.228297427,0.5,1,0.090909091,0.4782608695652174
49,1753,43,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,415.2817688,CCMSLIB00000084884,C(CN1CCN(CCOC(c2ccccc2)c3ccccc3)CC1)Cc4ccccc4.Cl,2,0.001452307,0.042553191,2,0.045977011,0.22641509433962265
50,2918,50,COC1C(O)=CC(C)=CC=1OC1=CC(=CC(=C1O)O)C,299.0892639,CCMSLIB00005750780,C(OC=1C(=C2C(=C(C1[H])OC([H])([H])[H])C(=O)C(C(O2)(C=3C(=C(C(=C(C3[H])[H])O[H])[H])[H])[H])([H])[H])[H])([H])([H])[H],0,0.0,0.0,0,0.175438596,0.7307692307692307
51,2922,50,COC1C(O)=CC(C)=CC=1OC1=CC(=CC(=C1O)O)C,299.0892639,CCMSLIB00005751140,C(OC=1C(=C2C(=C(C1[H])OC([H])([H])[H])C(=O)C(C(O2)(C=3C(=C(C(=C(C3[H])[H])O[H])[H])[H])[H])([H])[H])[H])([H])([H])[H],0,0.0,0.0,0,0.175438596,0.7307692307692307
52,4779,96,O=C(C1=C(O2)C=C(C)C(OC)=C1C(OC)=O)C3=C2C=CC=C3O,315.0882263,CCMSLIB00005750677,C(OC1=C(C(=C(C(=C1OC([H])([H])[H])OC([H])([H])[H])[H])C2=C(C(=O)C3=C(O2)C(=C(C(=C3O[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])([H])[H],0,0.0,0.0,0,0.258064516,0.5833333333333334
53,4782,96,O=C(C1=C(O2)C=C(C)C(OC)=C1C(OC)=O)C3=C2C=CC=C3O,315.0882263,CCMSLIB00005750943,C(OC1=C(C(=C(C(=C1OC([H])([H])[H])OC([H])([H])[H])[H])C2=C(C(=O)C3=C(O2)C(=C(C(=C3O[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])([H])[H],0,0.0,0.0,0,0.258064516,0.5833333333333334
54,3810,77,CCCCC1C(OC)=CC(=O)OC=1C,197.1167603,CCMSLIB00009968759,C/C(=C\CCC1(C2CCC(C2)C1(C)O)C)/C(=O)O,23,0.562370186,0.343283582,23,0.05,0.5
55,5107,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006683130,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,1,0.06756781,0.333333333,1,0.060606061,0.5454545454545454
56,5109,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006683790,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,1,0.038865067,0.333333333,1,0.060606061,0.5454545454545454
57,5099,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006679308,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,1,0.025919458,0.333333333,1,0.060606061,0.5454545454545454
58,5097,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006678954,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,1,0.021941558,0.333333333,1,0.060606061,0.5454545454545454
59,5105,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006682844,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,1,0.021117033,0.333333333,1,0.060606061,0.5454545454545454
60,5098,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006678964,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,1,0.016950946,0.333333333,1,0.060606061,0.5454545454545454
61,5096,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006678669,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,1,0.01495708,0.333333333,1,0.060606061,0.5454545454545454
62,5102,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006681254,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,0,0.0,0.0,0,0.060606061,0.5454545454545454
63,5103,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006682305,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,0,0.0,0.0,0,0.060606061,0.5454545454545454
64,5104,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006682509,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,0,0.0,0.0,0,0.060606061,0.5454545454545454
65,5106,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006683097,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,0,0.0,0.0,0,0.060606061,0.5454545454545454
66,5108,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006683419,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,0,0.0,0.0,0,0.060606061,0.5454545454545454
67,5111,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CCMSLIB00006684091,C/C(=N/CCC1=CNC2=C1C=C(C=C2)OC)/O,0,0.0,0.0,0,0.060606061,0.5454545454545454
68,3187,60,C(O)[C@](O)1C(C=C[C@]([H])2[C@@](C)(C)CCC[C@]12C)=C,259.1669312,CCMSLIB00009945117,C/C/1=C/CC/C(=C\[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)/C,1,0.35234344,0.333333333,1,0.112903226,0.5
69,177,4,C(O)(=O)C1=CC=C([C@](O)(C)CCCC(C)=C)C(O)=C1,287.1239929,CCMSLIB00004713787,C/C/1=C\C2C(C(C/C(=C/CC1)/CO)O)C(=C)C(=O)O2,27,0.073083008,0.174193548,27,0.112676056,0.4444444444444444
70,178,4,C(O)(=O)C1=CC=C([C@](O)(C)CCCC(C)=C)C(O)=C1,287.1239929,CCMSLIB00004713788,C/C/1=C\C2C(C(C/C(=C/CC1)/CO)O)C(=C)C(=O)O2,21,0.016332573,0.135483871,21,0.112676056,0.4444444444444444
71,3212,61,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,401.2707214,CCMSLIB00004708859,C/C/1=C\CC/C(=C/C[C@]2([C@H](C/C=C(/[C@H](CC1)O)\C)C(=C(C2=O)O)[C@H](C)CO)C)/C,10,0.028551415,0.063291139,10,0.202247191,0.5641025641025641
72,3210,61,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,401.2707214,CCMSLIB00004708857,C/C/1=C\CC/C(=C/C[C@]2([C@H](C/C=C(/[C@H](CC1)O)\C)C(=C(C2=O)O)[C@H](C)CO)C)/C,20,0.026399866,0.126582278,20,0.202247191,0.5641025641025641
73,3211,61,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,401.2707214,CCMSLIB00004708858,C/C/1=C\CC/C(=C/C[C@]2([C@H](C/C=C(/[C@H](CC1)O)\C)C(=C(C2=O)O)[C@H](C)CO)C)/C,12,0.026084269,0.075949367,12,0.202247191,0.5641025641025641
74,4105,86,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,237.1847382,CCMSLIB00009978992,C/C/1=C\CC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C,45,0.608415624,0.725806452,45,0.209677419,0.6521739130434783
75,1408,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005767580,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.998568892,0.25,1,0.118811881,0.4186046511627907
76,1411,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005768537,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.998568892,0.25,1,0.118811881,0.4186046511627907
77,1413,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005768930,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.998568892,0.25,1,0.118811881,0.4186046511627907
78,1372,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005767580,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.998118937,0.2,1,0.118811881,0.38636363636363635
79,1375,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005768537,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.998118937,0.2,1,0.118811881,0.38636363636363635
80,1377,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005768930,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.998118937,0.2,1,0.118811881,0.38636363636363635
81,1416,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005769216,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.997837186,0.25,1,0.118811881,0.4186046511627907
82,1380,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005769216,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.997387528,0.2,1,0.118811881,0.38636363636363635
83,1405,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005767303,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.986991286,0.25,1,0.118811881,0.4186046511627907
84,1369,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005767303,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.986546576,0.2,1,0.118811881,0.38636363636363635
85,1421,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005770378,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.861821413,0.25,1,0.118811881,0.4186046511627907
86,1385,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005770378,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.861433089,0.2,1,0.118811881,0.38636363636363635
87,1407,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005767576,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.492658854,0.25,1,0.118811881,0.4186046511627907
88,1371,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005767576,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.492436856,0.2,1,0.118811881,0.38636363636363635
89,1417,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005769655,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.175630674,0.25,1,0.118811881,0.4186046511627907
90,1381,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CCMSLIB00005769655,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.175551534,0.2,1,0.118811881,0.38636363636363635
91,1420,26,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=C(C/C=C(C)/C)C=CC=C32,414.2138672,CCMSLIB00005770089,C/C=C(/C)\C(=O)O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O)[O-],1,0.052267618,0.25,1,0.118811881,0.4186046511627907
